ticker,cik,company_name,sic_code,sic_description,classification,classification_reason,fiscal_year_end,entity_type,exchanges,business_address
"TRP","0001232384","TC Energy Corporation Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","other","[""NYSE"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC"",""OTC""]","{""street1"":""450 - 1ST STREET S.W."",""street2"":null,""city"":""CALGARY ALBERTA"",""stateOrCountry"":""A0"",""zipCode"":""T2P 5H1"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TTE","0000879764","TotalEnergies SE","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""2 PLACE JEAN MILLIER"",""street2"":""LA DEFENSE 6"",""city"":""COURBEVOIE"",""stateOrCountry"":""I0"",""zipCode"":""92400"",""stateOrCountryDescription"":""France"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TTI","0000844965","Tetra Technologies Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""24955 INTERSTATE 45 NORTH"",""street2"":null,""city"":""THE WOODLANDS"",""stateOrCountry"":""TX"",""zipCode"":""77380"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TVC","0001376986","Tennessee Valley Authority Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0930","operating","[""NYSE"",""NYSE""]","{""street1"":""400 WEST SUMMIT HILL DRIVE"",""street2"":null,""city"":""KNOXVILLE"",""stateOrCountry"":""TN"",""zipCode"":""37902"",""stateOrCountryDescription"":""TN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TVE","0001376986","Tennessee Valley Authority","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","0930","operating","[""NYSE"",""NYSE""]","{""street1"":""400 WEST SUMMIT HILL DRIVE"",""street2"":null,""city"":""KNOXVILLE"",""stateOrCountry"":""TN"",""zipCode"":""37902"",""stateOrCountryDescription"":""TN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TXNM","0001108426","TXNM Energy Inc. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""414 SILVER AVE. SW"",""street2"":null,""city"":""ALBUQUERQUE"",""stateOrCountry"":""NM"",""zipCode"":""87102-3289"",""stateOrCountryDescription"":""NM"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"TXO","0001559432","TXO Partners L.P. Common Units Representing Limited Partner Interests","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""400 WEST 7TH STREET"",""street2"":null,""city"":""FORT WORTH"",""stateOrCountry"":""TX"",""zipCode"":""76102"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"UGI","0000884614","UGI Corporation Common Stock","4932","Gas & Other Services Combined","Gas & Other Services Combined","Primary Utility SIC 4932: Gas & Other Services Combined","0930","operating","[""NYSE""]","{""street1"":""500 N GULPH RD"",""street2"":""P O BOX 858"",""city"":""KING OF PRUSSIA"",""stateOrCountry"":""PA"",""zipCode"":""19406"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"UGP","0001094972","Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","other","[""NYSE""]","{""street1"":""AV BRIGADERIO LUIZ ANTONIO 1343"",""street2"":""8 ANDAR SAO PAULO"",""city"":""SP BRAZIL 01350-900"",""stateOrCountry"":""D5"",""zipCode"":null,""stateOrCountryDescription"":""Brazil"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"USAC","0001522727","USA Compression Partners LP Common Units Representing Limited Partner Interests","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""8117 PRESTON ROAD"",""street2"":""SUITE 510A"",""city"":""DALLAS"",""stateOrCountry"":""TX"",""zipCode"":""75225"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"USEG","0000101594","U.S. Energy Corp. Common Stock (DE)","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""1616 S. VOSS, SUITE 725"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77057"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"UTL","0000755001","UNITIL Corporation Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""6 LIBERTY LANE WEST"",""street2"":null,""city"":""HAMPTON"",""stateOrCountry"":""NH"",""zipCode"":""03842"",""stateOrCountryDescription"":""NH"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VET","0001293135","Vermilion Energy Inc. Common (Canada)","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE""]","{""street1"":""3500, 520 - 3RD AVENUE S.W."",""street2"":null,""city"":""CALGARY"",""stateOrCountry"":""A0"",""zipCode"":""T2P 0R3"",""stateOrCountryDescription"":""Alberta, Canada"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VG","0002007855","Venture Global Inc. Class A common stock","4924","Natural Gas Distribution","Natural Gas Distribution","Primary Utility SIC 4924: Natural Gas Distribution","1231","operating","[""NYSE""]","{""street1"":""1001 19TH STREET NORTH, SUITE 1500"",""street2"":null,""city"":""ARLINGTON"",""stateOrCountry"":""VA"",""zipCode"":""22209"",""stateOrCountryDescription"":""VA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VIASP","0001606268","Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""12140 WICKCHESTER LANE"",""street2"":""SUITE 100"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77079"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VIST","0001762506","Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""TORRE MAPFRE"",""street2"":""243 PASEO DE LA REFORMA AV, 18 FL"",""city"":""MEXICO CITY"",""stateOrCountry"":""O5"",""zipCode"":""06600"",""stateOrCountryDescription"":""Mexico"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VNOM","0001602065","Viper Energy Inc. Class A Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""Nasdaq""]","{""street1"":""500 WEST TEXAS AVENUE"",""street2"":""SUITE 100"",""city"":""MIDLAND"",""stateOrCountry"":""TX"",""zipCode"":""79701"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VOC","0001505413","VOC Energy Trust Units of Beneficial Interest","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""601 TRAVIS STREET, FLOOR 16"",""street2"":null,""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77002"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VST","0001692819","Vistra Corp. Common Stock","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""6555 SIERRA DRIVE"",""street2"":null,""city"":""IRVING"",""stateOrCountry"":""TX"",""zipCode"":""75039"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VTLE","0001528129","Vital Energy Inc. Common Stock par value $0.01 per share","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""521 E. SECOND STREET SOUTH"",""street2"":""SUITE 1000"",""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74120"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VTS","0001944558","Vitesse Energy Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""5619 DTC PARKWAY"",""street2"":""SUITE 700"",""city"":""GREENWOOD VILLAGE"",""stateOrCountry"":""CO"",""zipCode"":""80111"",""stateOrCountryDescription"":""CO"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"VVPR","0001681348","VivoPower International PLC Ordinary Shares","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","0630","other","[""Nasdaq""]","{""street1"":""BLACKWELL HOUSE, GUILDHALL YARD"",""street2"":null,""city"":""LONDON"",""stateOrCountry"":""X0"",""zipCode"":""EC2V 5AE"",""stateOrCountryDescription"":""United Kingdom"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WAVE","0001846715","Eco Wave Power Global AB (publ) American Depositary Shares","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","other","[""Nasdaq""]","{""street1"":""7A STRANDVAGEN"",""street2"":null,""city"":""STOCKHOLM"",""stateOrCountry"":""V7"",""zipCode"":""11456"",""stateOrCountryDescription"":""Sweden"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WDS","0000844551","Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","other","[""NYSE"",""OTC""]","{""street1"":""11 MOUNT STREET"",""street2"":""PERTH"",""city"":""WESTERN AUSTRALIA"",""stateOrCountry"":""C3"",""zipCode"":""6000"",""stateOrCountryDescription"":""Australia"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WEC","0000783325","WEC Energy Group Inc. Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""NYSE""]","{""street1"":""231 W MICHIGAN ST"",""street2"":""P O BOX 1331"",""city"":""MILWAUKEE"",""stateOrCountry"":""WI"",""zipCode"":""53201"",""stateOrCountryDescription"":""WI"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WES","0001423902","Western Midstream Partners LP Common Units Representing Limited Partner Interests","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""9950 WOODLOCH FOREST DRIVE, SUITE 2800"",""street2"":null,""city"":""THE WOODLANDS"",""stateOrCountry"":""TX"",""zipCode"":""77380-7046"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WMB","0000107263","Williams Companies Inc. (The) Common Stock","4922","Natural Gas Transmission","Natural Gas Transmission","Primary Utility SIC 4922: Natural Gas Transmission","1231","operating","[""NYSE""]","{""street1"":""ONE WILLIAMS CTR"",""street2"":null,""city"":""TULSA"",""stateOrCountry"":""OK"",""zipCode"":""74172"",""stateOrCountryDescription"":""OK"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WTI","0001288403","W&T Offshore Inc. Common Stock","1311","Crude Petroleum & Natural Gas","Diversified Utility","Extended SIC 1311 + Keywords: natural gas","1231","operating","[""NYSE""]","{""street1"":""5718 WESTHEIMER RD"",""street2"":""SUITE 700"",""city"":""HOUSTON"",""stateOrCountry"":""TX"",""zipCode"":""77057-5745"",""stateOrCountryDescription"":""TX"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"WTRG","0000078128","Essential Utilities Inc. Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""NYSE""]","{""street1"":""762 W. LANCASTER AVE"",""street2"":null,""city"":""BRYN MAWR"",""stateOrCountry"":""PA"",""zipCode"":""19010-3489"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"XEL","0000072903","Xcel Energy Inc. Common Stock","4931","Electric & Other Services Combined","Electric & Other Services Combined","Primary Utility SIC 4931: Electric & Other Services Combined","1231","operating","[""Nasdaq""]","{""street1"":""414 NICOLLET MALL"",""street2"":null,""city"":""MINNEAPOLIS"",""stateOrCountry"":""MN"",""zipCode"":""55401"",""stateOrCountryDescription"":""MN"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"XIFR","0001603145","XPLR Infrastructure LP Common Units representing limited partner interests","4911","Electric Services","Electric Services","Primary Utility SIC 4911: Electric Services","1231","operating","[""NYSE""]","{""street1"":""700 UNIVERSE BOULEVARD"",""street2"":null,""city"":""JUNO BEACH"",""stateOrCountry"":""FL"",""zipCode"":""33408"",""stateOrCountryDescription"":""FL"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
"YORW","0000108985","York Water Company (The) Common Stock","4941","Water Supply","Diversified Utility","Extended SIC 4941 + Keywords: water, water supply","1231","operating","[""Nasdaq""]","{""street1"":""130 E MARKET ST"",""street2"":null,""city"":""YORK"",""stateOrCountry"":""PA"",""zipCode"":""17401-1219"",""stateOrCountryDescription"":""PA"",""isForeignLocation"":null,""foreignStateTerritory"":null,""country"":null,""countryCode"":null}"
